id,brand,title,price,priceCurrency,description,specTableContent
28,,Memória RAM Corsair Vengeance LPX DDR4 2x8GB 3600Mhz,782.99,BRL,"ModelBrandCORSAIRSeriesVengeance LPXModelCMK16GX4M2D3600C18DetailsCapacity16GB (2 x 8GB)Type288-Pin DDR4 SDRAMSpeedDDR4 3600 (PC4 28800)CAS Latency18Timing18-22-22-42Voltage1.35VColorBlackHeat SpreaderAnodized AluminumFeaturesDesigned for high-performance overclockingEach Vengeance LPX module is built with a pure aluminum heatspreader for faster heat dissipation and cooler operation; and the eight-layer PCB helps manage heat and provides superior overclocking headroom.Each IC is individually screened for performance potential.Designed for great looksAvailable in multiple colors to match your motherboard, your components, or just your style.Performance and CompatibilityVengeance LPX is optimized and compatibility tested for the latest Intel 100 Series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption.Low-profile heatspreader designThe Vengeance LPX module height is",
29,Ernie Ball,Ernie Ball Paradigm Slinky Electric Guitar Strings | 10-46 Regular Slinky,14.99,USD,Ernie Ball Paradigm Electric Guitar StringsNobody's Bustin These Balls!Paradigm Slinkys are the most break resistant strings on the planet - GUARANTEED. Paradigm Electric Slinky sets provide unprecedented strength and longer string life while retaining 100% Slinky tone and feel. Ernie Ball's industry leading ultra-high strength steel is included in both the wound and plain strings along with a patented reinforcement at the ball end twist of each plain string to provide superior tensile and fatigue strength for strings that lock into tune fast and hold up under the most stressful playing styles and conditions. The coupling of Ernie Ball's Everlast,
30,,"SWITCH ESCRIT/RACK TP-LINK/24PTOS FAST/SAVE ENERGY 75%/13""/TL-SF1024D",827.1,MXN,"TP-LINK/24PTOS FAST/SAVE ENERGY 75%/13""",
31,,"3M - GOLD PRIVACY FILTER LCD 12.5\"" WIDE 16:9",882.50,SEK,"3M GOLD PRIVACY FILTER LCD 12.5\"" WIDE 16:9 (GPF12.5W9) - Typ: Skärmskydd",
32,,AIRPOD 2 PRO MWP22TY/A,,,,
33,Jabra,Jabra Evolve 80 UC stereo SKype for Business,"€ 230,35",EUR,,
34,,Ram Mount Motorcycle Fork Stem Mount with 1 Ball,2.399E1,GBP,"Ram Mount Motorcycle Fork Stem Mount with 1 BallThe RAM fork stem mount is one of the cleanest ways to mount small electronics on your motorcycle. Simply slide the assembly into the hole of the stem and tighten the machine screw to create a tight fit. This part is designed to fit into the cylindrical bore hole of fork stems and will work with stems that measure from 12-33mm (0.5""-1.29"") The new design of the RAM rubber bung, in a softer and more pliable material, means that the RAM-B-342 will fit more bikes than ever before.Details:Powder Coated Marine Grade Aluminium",
35,,LaCie Rugged Thunderbolt USB-C 4TB,,,,
36,Bosch,BOSCH KGN34NWEAG 60cm Frost Free Fridge Freezer - White,449.00,GBP,,
37,,Cap New Era Clean Trucker Chicago Bulls Cap,2.59E1,EUR,,
38,,LOGITECH G402 GAMING MOUSE HYPERION FURY,68.0001,GBP,TECHNICAL SPECIFICATIONSFusion Engine hybrid sensor8 programmable buttonsOn-the-fly DPI Switching32-bit ARM processor1 millisecond reportHigh-speed clickingFull-speed USBTRACKINGResolution: 240-4000 dpiMax. acceleration: >16G 1Tested on Logitech G240 Gaming Mouse PadMax. speed: >500 ips 2Tested on Logitech G240 Gaming Mouse Pad,
39,,"3M - PRIVACY FILTER LCD 27\"" 16:9",1868.75,SEK,"3M PRIVACY FILTER LCD 27\"" 16:9 (PF27.0W9) - Typ: Skärmskydd",
40,Kingston,KINGSTON 32GB RAMKit 2x16GB DDR4 3000MHz CL15 XMP HyperX Predator Black,173.78,EUR,,
41,ASUS,ASUS ROG Strix X570-E Gaming Mainboard Sockel AM4,296.90,EUR,"Arbeitsspeicher:3rd Gen AMD Ryzen™ Processors: 4 x DIMM, Max. 128GB, DDR4 MHz Un-buffered Memory; 2nd Gen AMD Ryzen™ Processors: 4 x DIMM, Max. 128GB, DDR4 MHz Un-buffered Memory; 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics Processors: 4 x DIMM, Max. 128GB, DDR4 MHz Un-buffered Memory, Dual Channel Memory ArchitectureFormfaktor:30.5 cm x 24.4 cm, ATXErweiterungsschächte:3rd Gen AMD Ryzen™ Processors: 2 x PCIe 4.0 x16 (x16 or dual x8); 2nd Gen AMD Ryzen™ Processors: 2 x PCIe 3.0 x16 (x16 or dual x8); 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics Processors: 1 x PCIe 3.0 x16",
42,,Park Tool BBT-32 Compact Bottom Bracket Tool,15.00,USD,An economical and compact tool used to install and remove bottom bracket cups.,
43,,Sandisk 64gb Cruzer Glide USB Flash Drive,8.99,GBP,"At a glanceProfessional, reliable, portable slider designShare, store and protect up to 128GB* of filesPassword-protects and encrypts private files†Up to 2GB* secure online backup†† offered by YuuWaa™Available in 4GB, 8GB, 16GB, 32GB, 64GB and 128GB* capacitiesFull product descriptionThe 64GB* Cruzer Glide™ USB Flash Drive is designed to offer remarkably high levels of reliability and security. It allows you to carry large numbers of spreadsheets, presentations, and other work files – or have fun with vast amounts of music, pictures, home videos or movies, ready for you to access whenever you want. Your private files stay protected as well, with the",
44,Dymo Rhino,Dymo Rhino Adhesive Aluminium Embossing Tape (p/n: 35800),17.02,GBP,Dymo Rhino Adhesive Aluminium Embossing Tape (p/n:35800) available now from the Dymo Rhino Store,
45,Lacie,Lacie LaCie 2TB Rugged USB-C Mobile Hard Drive,299.99,AUD,LaCie 2TB Rugged USB-C Mobile Hard Drive,
37,,Cap New Era Clean Trucker Chicago Bulls Cap,2.59E1,EUR,,
46,APC Deutschland GmbH,APC Smart-UPS SMT1000iC SmartConnect 1000VA,,,,
47,,SANDISK - ULTRA UHS-I SDHC CARD (CLASS 10 32GB 48MB/S),192.50,SEK,SANDISK ULTRA UHS-I SDHC CARD (CLASS 10 32GB 48MB/S) (SDSDUNB-032G-GN3IN) - Minnesstorlek: 32GB - Typ: SDHC,
48,Maxxis,"Maxxis Maxxis High Roller II Tire: 27.5 x 2.50\"", Folding, 60tpi, 3C MaxxTerra, EXO, Tubeless Ready, Wide Trail, Black",85.00,USD,,
49,,"LG 32LK510BPLD 32"" (81 cm), HD LED, 1366 x 768 pixels, DVB-T2/C/S2, Black",842.00,PLN,,
50,Epson,"Epson Tinte T5917 Light Black, 700 ml",260.20,EUR,,
51,,HIKVISION DS-7208HUHI-K2/P 5 MEGAPIXEL POC 8 CHANNEL (8CH) DVR,,,"The DS-7208HUHI-K2/P is the new 8 channel Power Over Coax (POC) DVR from HIKVISION. It has H.264 and Duel stream video compression and uses a BNC interface for TVI, AHD, CVBS camera input. This DVR has a HDD capacity of up to 16TB. This DVR also has the additional benefit of supporting an additional 2x IP cameras of up to 8MP Resolution. Power over coax (PoC) provides power to the camera over the same coax cable as the video signal thus simplifying the cable installation and reducing time/costs. To use PoC you must use a compatible PoC TVI camera. Alternatively",
52,WESTERN DIGITAL,Western Digital M.2 PCI-E Gen3 256 GB SN750 Black,"82,25",EUR,Western Digital M.2 PCI-E Gen3 256 GB SN750 Black,
53,,Razer Viper Ambidextrous Gaming Mus,699.00,DKK,"USB, 8 programmerbare knapper, 16000 DPI, 69g, 5G optisk sensor, gaming-mus",
54,,Cap New Era NFL New Orleans Saints 9Fifty Cap,3.99E1,EUR,,
55,,Seiko Prospex Automatic PADI Divers 200M SRPA21K1 Mens Watch,429.0,GBP,,
56,,TP-LINK 8-Port Gigabit Smart Switch,59.99,,"Back8-Port Gigabit Smart Switch TL-SG2008What This Product DoesTP-LINK Gigabit Smart Switch TL-SG2008 is equipped with 8 gigabit RJ45 ports. The switch provides high performance, enterprise-level QoS, useful security strategies and rich layer 2 management features.TP-LINK’s 8-Port Gigabit Smart Switch TL-SG2008 is especially designed for the small and medium business networks that require efficient network management. TL-SG2008 comes with a comprehensive set of features, such as Link Aggregation Group, 802.1Q VLAN, Access Control Lists (ACL), Quality of Service(QoS L2 to L4), Storm Control and IGMP Snooping to provide a small or medium-sized business with a network that is geared for growth",
57,,Hamilton Watch Khaki Navy Pioneer Auto,985.00,GBP,Hamilton Watch Khaki Navy Pioneer Auto. Todays Hamilton Khaki Navy Pioneer also exists in three 40mm unlimited references powered by an ETA 2895 automatic movement which can be seen through the clear case back. The dial gets a sumptuous classical look through a velvety finish and is protected by an antireflective glass to create a strong and classy timepiece that will stay in the collection as a legacy to the Hamilton marine chronometer.,
58,,"LOGITECH WEBCAM BRIO STREAMCAM 4K 2160P/30FPS, HDR, ZOOM 5X, USB",291.50,EUR,,
59,Park Tool,"Park Tool Park Tl, CT-5, Prtable chain Tl",24.99,CAD,CT-5 • Its ergonomic handle is more comfortable to work with than most chain tools• 10 speed compatible,
60,,TP-LINK Switch TL-SG116,"65,95",EUR,,
61,,"RAM Motorcycle Combo Base with 1\"" Ball (RAM-B-309-7U)",35.7,AUD,"Included:1 x RAM Motorcycle Combo Base with 1\"" Ball (RAM-B-309-7U)The RAM-B-309-7Uprovides the ultimate flexibility for mounting to your motorcycle. Mount to either your handlebar or brake/clutch and enjoy almost infinite adjustment and perfect viewing angles.Standard or metric thread stainless steel bolts, provided in the kit. The zinc-coated metal U-bolt accommodates rails in diameter from 0.50\"" to 1.25\"" in diameter.SpecificationsMaterial:Powder Coated Marine Grade AluminiumBall Size:1\"" Rubber Ball \""B\"" SizeWeight: 0.45 lbsNote: The \""U\"" in the part number reflects product packaged in poly bag.The RAM-B-309-7Ucan mount to both the brake/clutch reservoir or any round rail that is 0.5\"" to 1.25\"" in diameter.",
62,,Original Samsung CLT-K404S SU100A Toner schwarz 1.500 Seiten,53.9,EUR,,
63,,"ASUS AMD B550 ROG STRIX B550-E GAMING (Ryzen AM4) ATX MB, Dual M2, PCIe 4.0, 2.5Gb LAN, WiFi 6, BT 5.1, 2x SLI, 3x CrossFireX, USB 3.2 Gen2 A&C, AuraS",519.75,AUD,"ASUS ROG Strix B550 Gaming series motherboards offer a feature-set usually found in the higher-end ROG Strix X570 Gaming series, including the latest PCIe® 4.0. With robust power delivery and effective cooling, ROG Strix B550 Gaming is well-equipped to handle 3rd Gen AMD Ryzen™ CPUs. Boasting futuristic aesthetics and intuitive ROG software, ROG Strix B550-E Gaming gives you a head start on your dream build.ROG Strix B550-E Gaming features two M.2 slots, one of which supports the latest PCIe 4.0 standard to provide maximum storage flexibility and the fastest data speeds available via the 3rd Gen AMD Ryzen platform. Both",
64,Jabra,Jabra Biz 2300 USB Mono Headset,84,GBP,USB ConnectivityLightweight Monaural DesignCertified for both Unified Communications and Skype for Business (SFB) platforms360 Degree unbreakable boom arm | Reinforced Kevlar cordPeakerStop and IntelliTone protectionDigital Sound Processing (DSP)In-Line Cord ControlAvailable in both Monaural and Binaural wearing stylesAccessories for the Jabra Biz 2300 Include:Leatherette ear cushionsFoam ear cushionsClipsCarry pouch,
65,,Seagate IronWolf 12TB NAS Hard Drive,76400.00,KES,"Seagate IronWolf 12TB NAS Hard DriveSeagate IronWolf 12TB NAS Hard Drive IRONWOLF 12TB 7200rpm 256MB Speed: 7200 RPM Cache: 256MB Interface: SATA 6Gb/s Form factor: 3.5 inchKey Features Optimised for NAS with AgileArray - AgileArray enables dual-plane balancing and RAID optimisation in multi-bay environments, with the most advanced power management possible. Actively protect your NAS - IronWolf Health Management focuses on prevention, intervention, and recovery. High performance - No lag time or downtime for users during workload traffic for the NAS",
66,,SM-MA90-F160-PS ADAPTER 160mm CALIPER: POST MOUNT: A-STD FRONT,25.0,NZD,,
67,,Asus PRIME B450-PLUS AM4 DDR4 ATX Motherboard,84.99,GBP,"Socket AM4, 2nd Generation Ryzen, DDR4, ATX Form Factor, Ryzen 3000 Ready",
68,,Epson T596900 Light Light Black 350ml Ultrachrome HDR,189.99,CAD,,
69,Kingston,Kingston Data Traveler DTSE9G2 64GB USB3.0,47.06,PLN,Kingston Data Traveler DTSE9G2 64GB USB3.0,
54,,Cap New Era NFL New Orleans Saints 9Fifty Cap,3.99E1,EUR,,
70,,Sapca New Era NY Yankees MLB 9Fifty Cap,150,RON,,
71,Logitech,"Logitech G332 Gaming Headset, schwarz-rot","49,90",EUR,Kabelgebundenes Gaming-Headset,
72,,Cisco Catalyst 2960-48TT-L,$719.00,NZD,"Cisco Catalyst 2960 Series Intelligent Ethernet switches, a fixed-configuration standalone devices that provide desktop Fast Ethernet and Gigabit Ethernet connectivity for entry-level enterprise, mid-market, and branch office networks, helping enable enhanced LAN services. The Catalyst 2960 Series offers integrated security, including network admission control (NAC), as well as advanced quality of service (QoS) and resiliency, delivering intelligent services for the network edge",
73,,Seagate 12TB 7200obr. 256MB IronWolf,1859,PLN,,
74,,WS-C3750X-24T-S Cisco Catalyst Switch,,,P/N : WS-C3750X-24T-SCisco Catalyst 3750X-24T Switch Layer 3 – 24 x 10/100/1000 Ethernet Ports – Data IP Base – Managed – Stackable – Stackwise plus with 64G stacking bandwidthPlacement LAN AccessFlash 128 MBPorts 24 x 10/100/1000,
75,,BROTHER - LC1280XLM ink cartridge magenta,246.25,SEK,BROTHER LC1280XLM ink cartridge magenta (LC1280XLM) - Produkt: Bläck,
76,Cisco,WS-C2960-48TT-L Cisco Catalyst 2960 48 10/100 + 2 1000BT LAN Base Image. New Factory Sealed.,345,USD,"WS-C2960-48TT-L Cisco Catalyst 2960 48 10/100 + 2 1000BT LAN Base Image.General InformationManufacturer: Cisco Systems, IncManufacturer Part Number: WS-C2960-48TT-LManufacturer Website Address: http://www.cisco.comBrand Name: CiscoProduct Line: CatalystProduct Series: 2960Product Model: 2960-48TTProduct Name: Catalyst 2960-48TT Ethernet SwitchProduct Type: Ethernet SwitchInterfaces/PortsTotal Number of Network Ports: 48Uplink Port: YesNumber of Network (RJ-45) Ports: 48Port/Expansion Slot Details: 48 x Fast Ethernet NetworkPort/Expansion Slot Details: 2 x Gigabit Ethernet UplinkMedia & PerformanceMedia Type Supported: Twisted PairTwisted Pair Cable Standard: Category 5Ethernet Technology: Fast EthernetNetwork Technology: 10Base-TNetwork Technology: 10/100Base-TXNetwork & CommunicationLayer Supported: 2Power DescriptionInput Voltage: 110 V ACInput Voltage: 220 V ACPower Source: Power SupplyRedundant Power Supply:",
67,,Asus PRIME B450-PLUS AM4 DDR4 ATX Motherboard,84.99,GBP,"Socket AM4, 2nd Generation Ryzen, DDR4, ATX Form Factor, Ryzen 3000 Ready",
77,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.003 Flagship Uhr,249.00,EUR,Steel Swiss Made Watch with Date,
78,,"32GB Kit (4 x 8GB) Vengeance LPX DDR4 2666MHz, CL16, Black, DIMM Memory",141.95,USD,"32GB Kit (4 x 8GB) Vengeance LPX DDR4 2666MHz, CL16, Black, DIMM Memory",
79,,Jabra EVOLVE 65 UC Mono (6593-829-409),93.77,EUR,Standalone headset (Headset only),
80,,Canon - Cartuccia ink - Ciano - 6706B001 - 130ml,45.27,EUR,Ink cartridgeáPFI-107C ciano 130ml,
81,,Orologio Daniel Wellington Unisex Cinturino in Pelle DW00100175,8,EUR,DW00100175,
82,,WD 250GB M.2 PCIe NVMe Black SN750,289,PLN,,
83,,Kšiltovka New Era Clean Trucker 2 New York Yankees,544,CZK,,
84,,Apple Lightning to HDMI Digital AV Adaptor White,0.00,AUD,"Use the Lightning Digital AV Adaptor to mirror whatever's on your iPad with Retina display, iPad mini, iPhone 5, and iPod touch (5th generation) with Lightning connector.",
85,ASUS,ASUS ROG STRIX RX 5700 XT OC 8GB,,,ASUS ROG STRIX RX 5700 XT OC 8GB,
86,,"Canon BG-E11 Battery Grip for EOS 5D Mark III, 5DS, & 5DS R",249.00,,"The Canon BG-E11 Battery Grip is an optional battery grip with improved ergonomics designed specifically for the Canon EOS 5D Mark III, 5DS, and 5DS R. It allows users to load a choice of one or two LP-E6 battery packs. With two packs, the already-impressive battery life is doubled, compared to using a single LP-E6 pack in-camera. This is especially useful when taking advantage of the camera's movie mode or Live View mode - operating modes that use more power. In addition, with the included battery magazine, you can also run the camera off six AA batteries.SpecsTripod Mounting ThreadNot Specified",
87,,Garmin Watch Vivoactive 3 Slate,219.00,GBP,Garmin%20Watch%20Vivoactive%203%20Slate%20%23bezel-fixed%20%23bracelet-strap-rubber%20%23brand-garmin%20%23case-depth-11-7mm%20%23case-material-plastic%20%23case-width-43-4mm%20%23classic%20%23delivery-timescale-3-5-days%20%23description-done%20%23dial-colour-lcd%20%23feature-android-compatible%20%23feature-bluetooth%20%23feature-cycling%20%23feature-digital-time%20%23feature-fitness-tracker%20%23feature-golf%20%23feature-gps%20%23feature-heart-rate-monitor%20%23feature-ios-compatible%20%23featu,
88,,"GIGABYTE SSD 240GB, 2.5, SATA III, 500MBs/420MBs, Retail",300,Kn,"Box Weight Brutto (kg): 0.05 kg , Depth (mm): 100 mm , Device Location: Internal , EAN Code: 4719331803711 , External Data Bit Rate: 6 Gbps , Form Factor: 2.5"" , Height (mm): 7 mm , Kapacitet: 240 GB , Maximum Non-Operating Ambient Temperature: 85 °C , Maximum Operating Ambient Temperature: 70 °C , Maximum Power Consumption: 2.61 W , Maximum Random Read Rate: 50000 IOPS , Maximum Random Write Rate: 75000 IOPS , Maximum Sequential Read Rate: 500 MB/s , Maximum Sequential Write Rate: 420 MB/s , Mean Time Between Failures: 2000000 hr , Memory Technology: NAND Flash ,",
89,IIYAMA,"iiyama G-MASTER GE2288HS 55CM 21.5IN TN 54,6 cm (21.5 inch) 1920 x 1080 Pixels Full HD LED Zwart",149,EUR,"iiyama G-MASTER GE2288HS 55CM 21.5IN TN 54,6 cm (21.5 inch) 1920 x 1080 Pixels Full HD LED Zwart",
0,,Western Digital Blue SSD 3D 2TB 2.5 (WDS200T2B0A),,,,
90,Swiss Military Hanowa,Swiss Military Hanowa06-4226.30.003.03 Immersion Uhr,244.95,EUR,Blue Swiss Made Chrono Diver with DayDate,
91,Fujifilm,Fujifilm XF 8-16mm F2.8 R LM WR schwarz,1879.00,EUR,,
92,Znaka: Originlne,Originlny toner OKI 44059105 (lt),196.9,EUR,Originlny spotrebn materil pre tlaiarne OKI,
55,,Seiko Prospex Automatic PADI Divers 200M SRPA21K1 Mens Watch,429.0,GBP,,
93,,Nikon AF-S Nikkor 50mm f/1.8G Camera Lens,348,AUD,"Capture images of crisp and sharp brilliance with the Nikon AF-S Nikkor 50mm f/1.8G lens. Compatible with Nikon FX-format digital-SLR cameras, this lens has a 50mm fixed focal length and a maximum aperture of f/1.8 - making it ideal for everyday shooting and low light situations.",
94,,Corsair Vengeance LPX 32GB (4x8GB) 2666MHz DDR4 Memory Kit,,,"powered by Intel XMP profile support, large 32GB DDR4 memory stick kit, low voltage requirement (1.2V) stick and with CL16 latency timing",
95,,Original Canon PFI-207BK Ink Cartridge - Black - Inkjet - TAA Compliance,195.95,CAD,"Genuine Canon inks, toner, and paper provide high quality and long lasting prints when you used in combination with our line of Canon printers. There are various types of ink, paper, and toner to fulfill your needs for printing documents and photos whether personally or professionally. Manufacturer:Canon, IncManufacturer Part Number:8789B001Manufacturer Website Address:http://www.usa.canon.comBrand Name:CanonProduct Series:PFIProduct Model:PFI-207BKProduct Name:PFI-207BK Ink CartridgeMarketing Information:Genuine Canon inks, toner, and paper provide high quality and long lasting prints when you used in combination with our line of Canon printers. There are various types of ink, paper, and toner to fulfill your needs for printing documents and photos",
83,,Kšiltovka New Era Clean Trucker 2 New York Yankees,544,CZK,,
96,APC,APC SMT1500IC SmartUPS 1500VA Tower UPS with SmartConnect,659.99,GBP,"1500VA APC SMT1500IC SmartUPS Tower with LCD display. 230V, 1000W, SmartConnect",
